pr2_accession	domain	supergroup	division	subdivision	class	order	family	genus	species	pr2_annotated	gb_strain
MF134826.1.1054_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996040.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996050.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996041.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996049.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996051.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996186.1.961_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
MG429068.1.651_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_sp.	0	
KP996016.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996024.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996028.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996032.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996036.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996044.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996048.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996052.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996014.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996018.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996022.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996026.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996030.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996038.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996042.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996046.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996017.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996021.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996025.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996029.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996037.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996045.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996015.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996019.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996023.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996027.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996031.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996035.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996043.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996047.1.983_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996034.1.982_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996039.1.977_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996020.1.976_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996184.1.976_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996142.1.976_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996123.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996127.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996131.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996135.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996139.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996143.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996147.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996151.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996155.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996159.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996163.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996167.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996171.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996175.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996179.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996183.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996121.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996125.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996129.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996133.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996137.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996141.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996145.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996149.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996153.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996157.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996161.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996165.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996169.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996173.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996177.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996181.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996185.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996120.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996124.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996128.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996132.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996136.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996140.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996144.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996148.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996152.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996156.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996160.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996164.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996168.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996172.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996176.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996180.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996122.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996126.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996130.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996134.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996138.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996146.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996150.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996154.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996158.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996162.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996166.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996170.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996174.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996178.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996182.1.975_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996013.1.970_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KP996033.1.943_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_terrestris	0	
KU559375.1.1685_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
KU559377.1.1663_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
KU559372.1.1633_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
KU559376.1.1633_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
KU559374.1.1613_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MF872127.1.1584_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MF872131.1.1573_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MF872129.1.1553_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MF872128.1.1397_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MG333729.1.1140_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
MG333730.1.1084_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthula	Labyrinthula_zosterae	0	
OBEP010680727.1.1669_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010155520.2.1491_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010847528.1.1486_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010022399.1.1485_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010234028.1.1406_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010815609.1.1401_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
OBEP010820117.20.1317_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
MF992090.1.559_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
MF992088.1.558_U	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.	0	
